playerID,awardID,yearID,lgID,tie,notes,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
gwynnto01,"Gold Glove",1986,NL,NULL,OF,gwynnto01,1982,1,SDN,NL,54,54,190,33,55,12,2,1,17,8,3,14,16,0,0,4,1,5,54
haddiha01,"Gold Glove",1958,NL,NULL,P,haddiha01,1952,1,SLN,NL,9,9,14,3,3,0,0,0,2,1,0,1,5,NULL,0,0,NULL,0,9
hamptmi01,"Gold Glove",2003,NL,NULL,P,hamptmi01,1993,1,SEA,AL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
harrebu01,"Gold Glove",1971,NL,NULL,SS,harrebu01,1965,1,NYN,NL,19,19,37,3,4,1,1,0,0,0,0,2,11,0,0,0,0,0,19
hartnga01,MVP,1935,NL,NULL,,hartnga01,1922,1,CHN,NL,31,31,72,4,14,1,1,0,4,1,0,6,8,NULL,0,4,NULL,NULL,31
helmsto01,"Gold Glove",1970,NL,NULL,2B,helmsto01,1964,1,CIN,NL,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
heltoto01,"Gold Glove",2001,NL,NULL,1B,heltoto01,1997,1,COL,NL,35,35,93,13,26,2,1,5,11,0,1,8,11,0,0,0,0,1,35
henderi01,"Gold Glove",1981,AL,NULL,OF,henderi01,1979,1,OAK,AL,89,89,351,49,96,13,3,1,26,33,11,34,39,0,2,8,3,4,89
hernake01,"Gold Glove",1978,NL,NULL,1B,hernake01,1974,1,SLN,NL,14,14,34,3,10,1,2,0,2,0,0,7,8,0,0,0,0,1,14
hernawi01,MVP,1984,AL,NULL,,hernawi01,1977,1,CHN,NL,67,67,16,0,1,0,0,0,0,0,0,0,9,0,0,3,0,0,67
hershor01,"Gold Glove",1988,NL,NULL,P,hershor01,1983,1,LAN,NL,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
hodgegi01,"Gold Glove",1957,ML,NULL,1B,hodgegi01,1943,1,BRO,NL,1,1,2,0,0,0,0,0,0,1,NULL,1,2,NULL,0,0,NULL,0,1
hornsro01,MVP,1925,NL,NULL,,hornsro01,1915,1,SLN,NL,18,18,57,5,14,2,0,0,4,0,2,2,6,NULL,0,2,NULL,NULL,18
howarel01,"Gold Glove",1963,AL,NULL,C,howarel01,1955,1,NYA,AL,97,97,279,33,81,8,7,10,43,0,0,20,36,5,1,1,4,4,97
howarry01,MVP,2006,NL,NULL,,howarry01,2004,1,PHI,NL,19,19,39,5,11,5,0,2,5,0,0,2,13,0,1,0,0,2,19
