playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
cabremi01,2012,1,DET,AL,161,NULL,622,109,205,40,0,44,139,4,1,66,98,17,3,0,6,28,NULL
