playerID,yearID,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
carltst01,1972,carltst01,1988,1,MIN,AL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1978,NLCS,carltst01,PHI,NL,1,4,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1988,1,MIN,AL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1983,WS,carltst01,PHI,NL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1998,NLDS2,johnsra05,HOU,NL,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1999,NLDS2,johnsra05,ARI,NL,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2001,NLCS,johnsra05,ARI,NL,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2001,NLDS2,johnsra05,ARI,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
kleinch01,1933,kleinch01,1944,1,PHI,NL,4,4,7,1,1,0,0,0,0,0,NULL,0,2,NULL,0,0,NULL,0,4,1935,WS,kleinch01,CHN,NL,5,12,2,4,0,0,1,2,0,0,0,2,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2001,WS,johnsra05,ARI,NL,3,7,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0
johnsra05,2002,johnsra05,1988,1,MON,NL,4,4,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2002,NLDS2,johnsra05,ARI,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
martipe02,1999,martipe02,2007,1,NYN,NL,5,5,9,1,1,1,0,0,0,0,0,0,6,0,0,2,0,0,5,2009,NLCS,martipe02,PHI,NL,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martipe02,1999,martipe02,2007,1,NYN,NL,5,5,9,1,1,1,0,0,0,0,0,0,6,0,0,2,0,0,5,2004,WS,martipe02,BOS,AL,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
vanceda01,1924,vanceda01,1934,2,CIN,NL,6,6,4,1,1,1,0,0,0,0,NULL,0,2,NULL,0,0,NULL,0,6,1934,WS,vanceda01,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mathech01,1905,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1912,WS,mathech01,NY1,NL,3,12,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
mathech01,1905,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1911,WS,mathech01,NY1,NL,3,7,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0
mathech01,1908,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1913,WS,mathech01,NY1,NL,2,5,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
mathech01,1905,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1905,WS,mathech01,NY1,NL,3,8,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0
radboch01,1884,radboch01,1880,1,BFN,NL,6,6,21,1,3,0,0,0,1,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,6,1884,WS,radboch01,PRO,NL,3,10,1,1,0,0,0,2,0,NULL,1,3,0,NULL,NULL,NULL,NULL
mathech01,1908,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1912,WS,mathech01,NY1,NL,3,12,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
mathech01,1908,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1911,WS,mathech01,NY1,NL,3,7,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0
mathech01,1908,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1905,WS,mathech01,NY1,NL,3,8,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0
mathech01,1905,mathech01,1900,1,NY1,NL,6,6,11,1,2,2,0,0,1,0,NULL,1,NULL,NULL,0,0,NULL,NULL,6,1913,WS,mathech01,NY1,NL,2,5,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
willite01,1942,willite01,1952,1,BOS,AL,6,6,10,2,4,0,1,1,3,0,0,2,2,NULL,0,0,NULL,0,6,1946,WS,willite01,BOS,AL,7,25,2,5,0,0,0,1,0,0,5,5,1,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1967,WS,carltst01,SLN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1978,NLCS,carltst01,PHI,NL,1,4,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1983,WS,carltst01,PHI,NL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1977,NLCS,carltst01,PHI,NL,2,4,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1983,NLCS,carltst01,PHI,NL,2,5,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1976,NLCS,carltst01,PHI,NL,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1981,NEDIV,carltst01,PHI,NL,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1968,WS,carltst01,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carltst01,1972,carltst01,1986,2,SFN,NL,6,6,11,1,2,0,0,1,3,0,0,0,3,0,0,0,0,1,6,1980,NLCS,carltst01,PHI,NL,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
willite01,1947,willite01,1952,1,BOS,AL,6,6,10,2,4,0,1,1,3,0,0,2,2,NULL,0,0,NULL,0,6,1946,WS,willite01,BOS,AL,7,25,2,5,0,0,0,1,0,0,5,5,1,0,0,0,0
youngcy01,1901,youngcy01,1911,1,CLE,AL,7,7,16,1,1,0,0,0,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,7,1903,WS,youngcy01,BOS,AL,4,15,1,1,0,1,0,3,0,0,0,3,0,0,0,0,1
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,1998,NLDS2,johnsra05,HOU,NL,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,1999,NLDS2,johnsra05,ARI,NL,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,2001,NLCS,johnsra05,ARI,NL,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,2001,NLDS2,johnsra05,ARI,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
youngcy01,1901,youngcy01,1911,1,CLE,AL,7,7,16,1,1,0,0,0,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,7,1892,CS,youngcy01,CL4,NL,3,11,1,1,0,0,0,0,0,NULL,0,5,0,NULL,NULL,NULL,NULL
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,2001,WS,johnsra05,ARI,NL,3,7,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0
johnsra05,2002,johnsra05,1989,1,MON,NL,7,7,7,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,7,2002,NLDS2,johnsra05,ARI,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
