,date,block_size,block_transactions,blockchain_size,transaction_cost,percent_cost,difficulty,transaction_vol,hash_rate,market_cap,confirmation_time,miners_revenue,deficit,orphaned_blocks,all_transactions,sub10000_transactions,sub10_transactions,sub100_transactions,sub1000_transactions,short_transactions,nonpopular_transactions,unique_addresses,total_bitcoins,total_transactions,transaction_fees,output_vol,trade_transaction_ratio,transaction_fees_usd,exchange_vol_usd,price_usd,trading_day
0,2009-01-03,0.000271797180176,1.0,0.0,0.0,0.0,1.0,0.0,4.97102696296e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,2009-01-03
1,2009-01-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-04
2,2009-01-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-05
3,2009-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-06
4,2009-01-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-07
5,2009-01-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-08
6,2009-01-09,0.000205039978027,1.0,0.0,0.0,0.0,1.0,0.0,0.000695943774815,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,750.0,15.0,0.0,700.0,0.0,0.0,0.0,0.0,2009-01-09
7,2009-01-10,0.000205039978027,1.0,0.0,0.0,0.0,1.0,0.0,0.00154101835852,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,2300.0,46.0,0.0,1550.0,0.0,0.0,0.0,0.0,2009-01-10
8,2009-01-11,0.000205408852055,1.0,0.0,0.0,0.0,1.0,0.0,0.00526928858074,0.0,0.0,0.0,0.0,0.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,7600.0,152.0,0.0,5300.0,0.0,0.0,0.0,0.0,2009-01-11
9,2009-01-12,0.000221477465683,1.0,0.0,0.0,18541.6666667,1.0,24.0,0.00442421399704,0.0,0.0,0.0,0.0,0.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,12050.0,247.0,0.0,4601.0,0.0,0.0,0.0,0.0,2009-01-12
10,2009-01-13,0.000207975636358,1.0,0.0,0.0,57500.0,1.0,10.0,0.00571668100741,0.0,0.0,0.0,0.0,0.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,117.0,17800.0,363.0,0.0,5778.0,0.0,0.0,0.0,0.0,2009-01-13
11,2009-01-14,0.000205887688531,1.0,0.0,0.0,0.0,1.0,0.0,0.00626349397333,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,24100.0,489.0,0.0,6300.0,0.0,0.0,0.0,0.0,2009-01-14
12,2009-01-15,0.00023054888868,1.0,0.0,0.0,1533.81642512,1.0,414.0,0.00631320424296,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,30450.0,625.0,0.0,6911.0,0.0,0.0,0.0,0.0,2009-01-15
13,2009-01-16,0.000208188747538,1.0,0.0,0.0,5800.0,1.0,100.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,36250.0,742.0,0.0,5900.0,0.0,0.0,0.0,0.0,2009-01-16
14,2009-01-17,0.00020812175892,1.0,0.0,0.0,5400.0,1.0,100.0,0.00536870912,0.0,0.0,0.0,0.0,0.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,41650.0,851.0,0.0,5500.0,0.0,0.0,0.0,0.0,2009-01-17
15,2009-01-18,0.000205946440744,1.0,0.0,0.0,0.0,1.0,0.0,0.00502073723259,0.0,0.0,0.0,0.0,0.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,46700.0,952.0,0.0,5050.0,0.0,0.0,0.0,0.0,2009-01-18
16,2009-01-19,0.000209383603905,1.0,0.0,0.0,3966.66666667,1.0,150.0,0.00591552208593,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,52650.0,1072.0,0.0,6100.0,0.0,0.0,0.0,0.0,2009-01-19
17,2009-01-20,0.000221984139804,1.0,0.0,0.0,748.387096774,1.0,775.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,58450.0,1190.0,0.0,6575.0,0.0,0.0,0.0,0.0,2009-01-20
18,2009-01-21,0.000216998885163,1.0,0.0,0.0,1130.0,1.0,500.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,64100.0,1305.0,0.0,6150.0,0.0,0.0,0.0,0.0,2009-01-21
19,2009-01-22,0.000220743815104,1.0,0.0,0.0,750.0,1.0,500.0,0.00372827022222,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,67850.0,1381.0,0.0,4250.0,0.0,0.0,0.0,0.0,2009-01-22
20,2009-01-23,0.000211658762462,1.0,0.0,0.0,2233.33333333,1.0,150.0,0.00333058806519,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,71200.0,1449.0,0.0,3500.0,0.0,0.0,0.0,0.0,2009-01-23
21,2009-01-24,0.000215262024846,1.0,0.0,0.0,1243.75,1.0,800.0,0.0098923436563,0.0,0.0,0.0,0.0,0.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,81150.0,1650.0,0.0,10750.0,0.0,0.0,0.0,0.0,2009-01-24
22,2009-01-25,0.000206917831578,1.0,0.0,0.0,19400.0,1.0,50.0,0.00964379230815,0.0,0.0,0.0,0.0,0.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,90850.0,1845.0,0.0,9750.0,0.0,0.0,0.0,0.0,2009-01-25
23,2009-01-26,0.000205853889728,1.0,0.0,0.0,0.0,1.0,0.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,96650.0,1961.0,0.0,5800.0,0.0,0.0,0.0,0.0,2009-01-26
24,2009-01-27,0.000231289169163,1.0,0.0,0.0,447.826086957,1.0,1150.0,0.00512015777185,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,101800.0,2066.0,0.0,6300.0,0.0,0.0,0.0,0.0,2009-01-27
25,2009-01-28,0.000205780695943,1.0,0.0,0.0,0.0,1.0,0.0,0.00512015777185,0.0,0.0,0.0,0.0,0.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,106950.0,2169.0,0.0,5150.0,0.0,0.0,0.0,0.0,2009-01-28
26,2009-01-29,0.000205485547175,1.0,0.0,0.0,0.0,1.0,0.0,0.00606465289481,0.0,0.0,0.0,0.0,0.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,113050.0,2291.0,0.0,6100.0,0.0,0.0,0.0,0.0,2009-01-29
27,2009-01-30,0.000217043663845,1.0,0.0,0.0,1008.33333333,1.0,600.0,0.00601494262519,0.0,0.0,0.0,0.0,0.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,119100.0,2413.0,0.0,6650.0,0.0,0.0,0.0,0.0,2009-01-30
28,2009-01-31,0.000205572261367,1.0,0.0,0.0,0.0,1.0,0.0,0.00641262478222,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,125550.0,2542.0,0.0,6450.0,0.0,0.0,0.0,0.0,2009-01-31
29,2009-02-01,0.000227196463223,1.0,0.0,0.0,527.272727273,1.0,1100.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,131350.0,2660.0,0.0,6900.0,0.0,0.0,0.0,0.0,2009-02-01
30,2009-02-02,0.000205835958165,1.0,0.0,0.0,0.0,1.0,0.0,0.00631320424296,0.0,0.0,0.0,0.0,0.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,137700.0,2787.0,0.0,6350.0,0.0,0.0,0.0,0.0,2009-02-02
31,2009-02-03,0.000233075198005,1.0,0.0,0.0,5911.18449639,1.0,115.0,0.00676059666963,0.0,0.0,0.0,0.0,0.0,150.0,150.0,137.0,150.0,150.0,150.0,150.0,145.0,144500.0,2937.0,2.01,7436.52,0.0,0.0,0.0,0.0,2009-02-03
32,2009-02-04,0.000212087863829,1.0,0.0,0.0,16171.4435972,1.0,38.0,0.00611436316444,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,129.0,150650.0,3063.0,0.0,6300.0,0.0,0.0,0.0,0.0,2009-02-04
33,2009-02-05,0.000205725677742,1.0,0.0,0.0,0.0,1.0,0.0,0.00601494262519,0.0,0.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,156700.0,3184.0,0.0,6050.0,0.0,0.0,0.0,0.0,2009-02-05
34,2009-02-06,0.000205816224564,1.0,0.0,0.0,0.0,1.0,0.0,0.00641262478222,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,163150.0,3313.0,0.0,6450.0,0.0,0.0,0.0,0.0,2009-02-06
35,2009-02-07,0.000229752252972,1.0,0.0,0.0,547.826086957,1.0,1150.0,0.00626349397333,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.0,169450.0,3443.0,0.0,7498.0,0.0,0.0,0.0,0.0,2009-02-07
36,2009-02-08,0.000207452631708,1.0,0.0,0.0,670.0,1.0,1000.0,0.00666117613037,0.0,0.0,0.0,0.0,0.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,176150.0,3578.0,0.0,7700.0,0.0,0.0,0.0,0.0,2009-02-08
37,2009-02-09,0.000243552029133,1.0,0.0,0.0,290.909090909,1.0,2200.0,0.00636291451259,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,182550.0,3707.0,0.0,8600.0,0.0,0.0,0.0,0.0,2009-02-09
38,2009-02-10,0.000205678263987,1.0,0.0,0.0,0.0,1.0,0.0,0.00631320424296,0.0,0.0,0.0,0.0,0.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,188900.0,3834.0,0.0,6350.0,0.0,0.0,0.0,0.0,2009-02-10
39,2009-02-11,0.000214766000063,1.0,0.0,0.0,1871.21471832,1.0,350.0,0.00651204532148,0.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,195450.0,3966.0,0.0,6900.04,0.0,0.0,0.0,0.0,2009-02-11
40,2009-02-12,0.000210269022796,1.0,0.0,0.0,2950.0,1.0,200.0,0.0058658118163,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,201350.0,4085.0,0.0,6100.0,0.0,0.0,0.0,0.0,2009-02-12
41,2009-02-13,0.000205862906671,1.0,0.0,0.0,0.0,1.0,0.0,0.00616407343407,0.0,0.0,0.0,0.0,0.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,207550.0,4209.0,0.0,6200.0,0.0,0.0,0.0,0.0,2009-02-13
42,2009-02-14,0.000205865143039,1.0,0.0,0.0,0.0,1.0,0.0,0.00700914801778,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,214600.0,4350.0,0.0,7050.0,0.0,0.0,0.0,0.0,2009-02-14
43,2009-02-15,0.000219321641766,1.0,0.0,0.0,677.777777778,1.0,900.0,0.00606465289481,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,220700.0,4475.0,0.0,7000.0,0.0,0.0,0.0,0.0,2009-02-15
44,2009-02-16,0.000205885104048,1.0,0.0,0.0,0.0,1.0,0.0,0.00611436316444,0.0,0.0,0.0,0.0,0.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,226850.0,4598.0,0.0,6150.0,0.0,0.0,0.0,0.0,2009-02-16
45,2009-02-17,0.00023376335532,1.0,0.0,0.0,393.333333333,1.0,1500.0,0.0058658118163,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,232750.0,4717.0,0.0,7400.0,0.0,0.0,0.0,0.0,2009-02-17
46,2009-02-18,0.000205932124968,1.0,0.0,0.0,0.0,1.0,0.0,0.00616407343407,0.0,0.0,0.0,0.0,0.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,238950.0,4841.0,0.0,6200.0,0.0,0.0,0.0,0.0,2009-02-18
47,2009-02-19,0.000205969199156,1.0,0.0,0.0,0.0,1.0,0.0,0.00581610154667,0.0,0.0,0.0,0.0,0.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,244800.0,4958.0,0.0,5850.0,0.0,0.0,0.0,0.0,2009-02-19
48,2009-02-20,0.000219777226448,1.0,0.0,0.0,800.0,1.0,800.0,0.00636291451259,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,251200.0,5087.0,0.0,7200.0,0.0,0.0,0.0,0.0,2009-02-20
49,2009-02-21,0.000205958973278,1.0,0.0,0.0,0.0,1.0,0.0,0.00546812965926,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,256700.0,5197.0,0.0,5500.0,0.0,0.0,0.0,0.0,2009-02-21
50,2009-02-22,0.000217997338161,1.0,0.0,0.0,576.19047619,1.0,1050.0,0.00601494262519,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,262750.0,5322.0,0.0,7100.0,0.0,0.0,0.0,0.0,2009-02-22
51,2009-02-23,0.000205940175279,1.0,0.0,0.0,0.0,1.0,0.0,0.00531899885037,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,268100.0,5429.0,0.0,5350.0,0.0,0.0,0.0,0.0,2009-02-23
52,2009-02-24,0.000205942102381,1.0,0.0,0.0,0.0,1.0,0.0,0.00551783992889,0.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,273650.0,5540.0,0.0,5550.0,0.0,0.0,0.0,0.0,2009-02-24
53,2009-02-25,0.000205859959683,1.0,0.0,0.0,0.0,1.0,0.0,0.00531899885037,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,279000.0,5647.0,0.0,5350.0,0.0,0.0,0.0,0.0,2009-02-25
54,2009-02-26,0.000205973784129,1.0,0.0,0.0,0.0,1.0,0.0,0.00477218588444,0.0,0.0,0.0,0.0,0.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,283800.0,5743.0,0.0,4800.0,0.0,0.0,0.0,0.0,2009-02-26
55,2009-02-27,0.000205722281603,1.0,0.0,0.0,0.0,1.0,0.0,0.00611436316444,0.0,0.0,0.0,0.0,0.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,289950.0,5866.0,0.0,6150.0,0.0,0.0,0.0,0.0,2009-02-27
56,2009-02-28,0.000244795107374,1.0,0.0,0.0,283.333333333,1.0,1800.0,0.00507044750222,0.0,0.0,0.0,0.0,0.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,295050.0,5969.0,0.0,6900.0,0.0,0.0,0.0,0.0,2009-02-28
57,2009-03-01,0.00021356906531,1.0,0.0,0.0,1514.28571429,1.0,350.0,0.00526928858074,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,300350.0,6076.0,0.0,5650.0,0.0,0.0,0.0,0.0,2009-03-01
58,2009-03-02,0.000205938632672,1.0,0.0,0.0,0.0,1.0,0.0,0.00516986804148,0.0,0.0,0.0,0.0,0.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,305550.0,6180.0,0.0,5200.0,0.0,0.0,0.0,0.0,2009-03-02
59,2009-03-03,0.000214909607509,1.0,0.0,0.0,1325.0,1.0,400.0,0.00526928858074,0.0,0.0,0.0,0.0,0.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,107.0,310850.0,6288.0,0.0,5700.0,0.0,0.0,0.0,0.0,2009-03-03
60,2009-03-04,0.000205723744518,1.0,0.0,0.0,0.0,1.0,0.0,0.00526928858074,0.0,0.0,0.0,0.0,0.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,316150.0,6394.0,0.0,5300.0,0.0,0.0,0.0,0.0,2009-03-04
61,2009-03-05,0.000233074404159,1.0,0.0,0.0,441.545241725,1.0,1200.0,0.00526928858074,0.0,0.0,0.0,0.0,0.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,321450.0,6502.0,0.0,6550.0,0.0,0.0,0.0,0.0,2009-03-05
62,2009-03-06,0.000213566472975,1.0,0.0,0.0,1475.0,1.0,400.0,0.0058658118163,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,327350.0,6621.0,0.0,6300.0,0.0,0.0,0.0,0.0,2009-03-06
63,2009-03-07,0.000205967877362,1.0,0.0,0.0,0.0,1.0,0.0,0.00551783992889,0.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,332900.0,6732.0,0.0,5550.0,0.0,0.0,0.0,0.0,2009-03-07
64,2009-03-08,0.000233037131173,1.0,0.0,0.0,361.290322581,1.0,1550.0,0.00556755019852,0.0,0.0,0.0,0.0,0.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,338500.0,6847.0,0.0,7150.0,0.0,0.0,0.0,0.0,2009-03-08
65,2009-03-09,0.000205858618812,1.0,0.0,0.0,0.0,1.0,0.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,344150.0,6960.0,0.0,5650.0,0.0,0.0,0.0,0.0,2009-03-09
66,2009-03-10,0.000205812000093,1.0,0.0,0.0,0.0,1.0,0.0,0.00521957831111,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,349400.0,7065.0,0.0,5250.0,0.0,0.0,0.0,0.0,2009-03-10
67,2009-03-11,0.00020593184012,1.0,0.0,0.0,0.0,1.0,0.0,0.00536870912,0.0,0.0,0.0,0.0,0.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,354800.0,7173.0,0.0,5400.0,0.0,0.0,0.0,0.0,2009-03-11
68,2009-03-12,0.000209331512451,1.0,0.0,0.0,3933.33333333,1.0,150.0,0.0058658118163,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,360700.0,7292.0,0.0,6050.0,0.0,0.0,0.0,0.0,2009-03-12
69,2009-03-13,0.000218659116511,1.0,0.0,0.0,760.0,1.0,750.0,0.00566697073778,0.0,0.0,0.0,0.0,0.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,366400.0,7407.0,0.0,6450.0,0.0,0.0,0.0,0.0,2009-03-13
70,2009-03-14,0.000205936103032,1.0,0.0,0.0,0.0,1.0,0.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,372200.0,7523.0,0.0,5800.0,0.0,0.0,0.0,0.0,2009-03-14
71,2009-03-15,0.000205787452492,1.0,0.0,0.0,0.0,1.0,0.0,0.00551783992889,0.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,377750.0,7634.0,0.0,5550.0,0.0,0.0,0.0,0.0,2009-03-15
72,2009-03-16,0.000246400099534,1.0,0.0,0.0,270.833333333,1.0,2400.0,0.00646233505185,0.0,0.0,0.0,0.0,0.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,384250.0,7765.0,0.0,8900.0,0.0,0.0,0.0,0.0,2009-03-16
73,2009-03-17,0.000205952188243,1.0,0.0,0.0,0.0,1.0,0.0,0.00571668100741,0.0,0.0,0.0,0.0,0.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,390000.0,7880.0,0.0,5750.0,0.0,0.0,0.0,0.0,2009-03-17
74,2009-03-18,0.000205950303511,1.0,0.0,0.0,0.0,1.0,0.0,0.00546812965926,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,395500.0,7990.0,0.0,5500.0,0.0,0.0,0.0,0.0,2009-03-18
75,2009-03-19,0.000219071497683,1.0,0.0,0.0,871.428571429,1.0,700.0,0.00606465289481,0.0,0.0,0.0,0.0,0.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,123.0,401600.0,8114.0,0.0,6800.0,0.0,0.0,0.0,0.0,2009-03-19
76,2009-03-20,0.000217195284569,1.0,0.0,0.0,983.333333333,1.0,600.0,0.0058658118163,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,407500.0,8233.0,0.0,6500.0,0.0,0.0,0.0,0.0,2009-03-20
77,2009-03-21,0.000205882183917,1.0,0.0,0.0,0.0,1.0,0.0,0.00382769076148,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,411350.0,8310.0,0.0,3850.0,0.0,0.0,0.0,0.0,2009-03-21
78,2009-03-22,0.000219335054096,1.0,0.0,0.0,863.636363636,1.0,550.0,0.00472247561481,0.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,416100.0,8407.0,0.0,5300.0,0.0,0.0,0.0,0.0,2009-03-22
79,2009-03-23,0.000205885280262,1.0,0.0,0.0,0.0,1.0,0.0,0.00656175559111,0.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,422700.0,8539.0,0.0,6600.0,0.0,0.0,0.0,0.0,2009-03-23
80,2009-03-24,0.000205975487119,1.0,0.0,0.0,0.0,1.0,0.0,0.00521957831111,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,427950.0,8644.0,0.0,5250.0,0.0,0.0,0.0,0.0,2009-03-24
81,2009-03-25,0.000205796340416,1.0,0.0,0.0,0.0,1.0,0.0,0.00576639127704,0.0,0.0,0.0,0.0,0.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,433750.0,8760.0,0.0,5800.0,0.0,0.0,0.0,0.0,2009-03-25
82,2009-03-26,0.000233236667329,1.0,0.0,0.0,403.571428571,1.0,1400.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,439400.0,8874.0,0.0,7050.0,0.0,0.0,0.0,0.0,2009-03-26
83,2009-03-27,0.000205958973278,1.0,0.0,0.0,0.0,1.0,0.0,0.00546812965926,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,444900.0,8984.0,0.0,5500.0,0.0,0.0,0.0,0.0,2009-03-27
84,2009-03-28,0.000225283518559,1.0,0.0,0.0,595.0,1.0,1000.0,0.00591552208593,0.0,0.0,0.0,0.0,0.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,120.0,450850.0,9106.0,0.0,6950.0,0.0,0.0,0.0,0.0,2009-03-28
85,2009-03-29,0.000205959592547,1.0,0.0,0.0,0.0,1.0,0.0,0.00556755019852,0.0,0.0,0.0,0.0,0.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,456450.0,9218.0,0.0,5600.0,0.0,0.0,0.0,0.0,2009-03-29
86,2009-03-30,0.000205871582031,1.0,0.0,0.0,0.0,1.0,0.0,0.0062137837037,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,462700.0,9343.0,0.0,6250.0,0.0,0.0,0.0,0.0,2009-03-30
87,2009-03-31,0.000237093562573,1.0,0.0,0.0,353.125,1.0,1600.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,468350.0,9457.0,0.0,7250.0,0.0,0.0,0.0,0.0,2009-03-31
88,2009-04-01,0.000205877785371,1.0,0.0,0.0,0.0,1.0,0.0,0.00531899885037,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,473700.0,9564.0,0.0,5350.0,0.0,0.0,0.0,0.0,2009-04-01
89,2009-04-02,0.000205874443054,1.0,0.0,0.0,0.0,1.0,0.0,0.00596523235556,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,479700.0,9684.0,0.0,6000.0,0.0,0.0,0.0,0.0,2009-04-02
90,2009-04-03,0.000205951454365,1.0,0.0,0.0,0.0,1.0,0.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,485350.0,9797.0,0.0,5650.0,0.0,0.0,0.0,0.0,2009-04-03
91,2009-04-04,0.000205748904068,1.0,0.0,0.0,0.0,1.0,0.0,0.00561726046815,0.0,0.0,0.0,0.0,0.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,491000.0,9910.0,0.0,5650.0,0.0,0.0,0.0,0.0,2009-04-04
92,2009-04-05,0.000205964081047,1.0,0.0,0.0,0.0,1.0,0.0,0.00641262478222,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,497450.0,10039.0,0.0,6450.0,0.0,0.0,0.0,0.0,2009-04-05
93,2009-04-06,0.000222761734672,1.0,0.0,0.0,676.470588235,1.0,850.0,0.00571668100741,0.0,0.0,0.0,0.0,0.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,116.0,503200.0,10156.0,0.0,6600.0,0.0,0.0,0.0,0.0,2009-04-06
94,2009-04-07,0.00020598401927,1.0,0.0,0.0,0.0,1.0,0.0,0.00492131669333,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,508150.0,10255.0,0.0,4950.0,0.0,0.0,0.0,0.0,2009-04-07
95,2009-04-08,0.000205993652344,1.0,0.0,0.0,0.0,1.0,0.0,0.00516986804148,0.0,0.0,0.0,0.0,0.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,513350.0,10359.0,0.0,5200.0,0.0,0.0,0.0,0.0,2009-04-08
